id,season,episode,key,partners,mentions
24,1,24,Ross,Ross & Carol,1
24,1,24,Rachel & Joey,Rachel & Joey,2
24,1,24,Monica & Chandler,Monica & Chandler,2
25,2,1,Ross & Rachel,Ross & Rachel,5
25,2,1,Ross,Ross & Julie,2
25,2,1,Rachel,Rachel & Tag,1
25,2,1,Monica & Chandler,Monica & Chandler,1
26,2,2,Ross & Rachel,Ross & Rachel,3
26,2,2,Ross,Ross & Carol,1
26,2,2,Rachel & Joey,Rachel & Joey,2
26,2,2,Monica & Chandler,Monica & Chandler,3
27,2,3,Monica & Chandler,Monica & Chandler,1
27,2,3,Chandler,Chandler & Janice,2
28,2,4,Ross & Rachel,Ross & Rachel,1
28,2,4,Ross,Ross & Julie,4
29,2,5,Rachel & Joey,Rachel & Joey,1
31,2,7,Ross & Rachel,Ross & Rachel,3
31,2,7,Ross,Ross & Julie,1
31,2,7,Rachel & Joey,Rachel & Joey,1
31,2,7,Monica & Chandler,Monica & Chandler,3
32,2,8,Ross & Rachel,Ross & Rachel,4
32,2,8,Ross,Ross & Julie,2
32,2,8,Rachel & Joey,Rachel & Joey,1
32,2,8,Monica & Chandler,Monica & Chandler,2
33,2,9,Ross & Rachel,Ross & Rachel,3
33,2,9,Rachel & Joey,Rachel & Joey,4
33,2,9,Monica & Chandler,Monica & Chandler,4
34,2,10,Ross & Rachel,Ross & Rachel,1
34,2,10,Rachel & Joey,Rachel & Joey,1
34,2,10,Monica & Chandler,Monica & Chandler,3
35,2,11,Ross,Ross & Carol,3
36,2,12,Rachel & Joey,Rachel & Joey,2
36,2,12,Monica & Chandler,Monica & Chandler,3
37,2,13,Rachel,Rachel & Barry,1
38,2,14,Ross & Rachel,Ross & Rachel,3
38,2,14,Monica & Chandler,Monica & Chandler,1
39,2,15,Ross & Rachel,Ross & Rachel,5
39,2,15,Rachel,Rachel & Tag,1
39,2,15,Monica & Chandler,Monica & Chandler,1
40,2,16,Rachel & Joey,Rachel & Joey,1
40,2,16,Monica & Chandler,Monica & Chandler,1
40,2,16,Monica,Monica & Richard,4
41,2,17,Ross & Rachel,Ross & Rachel,6
41,2,17,Monica & Chandler,Monica & Chandler,2
42,2,18,Ross & Rachel,Ross & Rachel,4
42,2,18,Rachel & Joey,Rachel & Joey,1
42,2,18,Monica,Monica & Richard,4
43,2,19,Rachel & Joey,Rachel & Joey,1
43,2,19,Monica & Chandler,Monica & Chandler,2
44,2,20,Ross & Rachel,Ross & Rachel,3
44,2,20,Monica,Monica & Richard,3
45,2,21,Rachel & Joey,Rachel & Joey,4
46,2,22,Rachel & Joey,Rachel & Joey,2
46,2,22,Monica & Chandler,Monica & Chandler,3
47,2,23,Ross & Rachel,Ross & Rachel,3
47,2,23,Rachel & Joey,Rachel & Joey,1
47,2,23,Monica & Chandler,Monica & Chandler,2
47,2,23,Monica,Monica & Richard,3
48,2,24,Ross & Rachel,Ross & Rachel,4
48,2,24,Rachel & Joey,Rachel & Joey,1
48,2,24,Rachel,Rachel & Barry,2
48,2,24,Monica,Monica & Richard,5
49,3,1,Ross & Rachel,Ross & Rachel,4
49,3,1,Rachel & Joey,Rachel & Joey,1
49,3,1,Monica,Monica & Richard,1
49,3,1,Chandler,Chandler & Janice,3
50,3,2,Ross & Rachel,Ross & Rachel,1
50,3,2,Monica,Monica & Richard,3
51,3,3,Ross & Rachel,Ross & Rachel,2
51,3,3,Rachel & Joey,Rachel & Joey,3
51,3,3,Monica & Chandler,Monica & Chandler,1
51,3,3,Chandler,Chandler & Janice,1
52,3,4,Ross & Rachel,Ross & Rachel,1
52,3,4,Rachel & Joey,Rachel & Joey,2
52,3,4,Monica & Chandler,Monica & Chandler,3
52,3,4,Chandler,Chandler & Janice,3
53,3,5,Rachel & Joey,Rachel & Joey,2
54,3,6,Ross,Ross & Carol,1
54,3,6,Monica & Chandler,Monica & Chandler,3
55,3,7,Ross & Rachel,Ross & Rachel,2
55,3,7,Rachel & Joey,Rachel & Joey,2
55,3,7,Monica & Chandler,Monica & Chandler,4
55,3,7,Chandler,Chandler & Janice,1
56,3,8,Ross & Rachel,Ross & Rachel,4
56,3,8,Rachel & Joey,Rachel & Joey,2
56,3,8,Monica & Chandler,Monica & Chandler,2
56,3,8,Chandler,Chandler & Janice,2
57,3,9,Ross & Rachel,Ross & Rachel,4
57,3,9,Rachel & Joey,Rachel & Joey,5
57,3,9,Rachel,Rachel & Tag,1
57,3,9,Monica & Chandler,Monica & Chandler,4
57,3,9,Chandler,Chandler & Janice,1
58,3,10,Ross & Rachel,Ross & Rachel,4
58,3,10,Rachel & Joey,Rachel & Joey,1
58,3,10,Monica & Chandler,Monica & Chandler,2
59,3,11,Ross & Rachel,Ross & Rachel,5
59,3,11,Rachel & Joey,Rachel & Joey,1
59,3,11,Chandler,Chandler & Janice,1
60,3,12,Ross & Rachel,Ross & Rachel,4
61,3,13,Ross & Rachel,Ross & Rachel,1
61,3,13,Rachel & Joey,Rachel & Joey,2
61,3,13,Monica & Chandler,Monica & Chandler,1
61,3,13,Monica,Monica & Richard,6
62,3,14,Ross & Rachel,Ross & Rachel,7
62,3,14,Rachel & Joey,Rachel & Joey,1
62,3,14,Monica & Chandler,Monica & Chandler,2
63,3,15,Ross & Rachel,Ross & Rachel,4
63,3,15,Rachel & Joey,Rachel & Joey,1
64,3,16,Ross & Rachel,Ross & Rachel,8
64,3,16,Rachel & Joey,Rachel & Joey,3
64,3,16,Monica & Chandler,Monica & Chandler,2
65,3,17,Ross & Rachel,Ross & Rachel,5
65,3,17,Ross,Ross & Carol,1
65,3,17,Rachel & Joey,Rachel & Joey,2
65,3,17,Monica & Chandler,Monica & Chandler,2
66,3,18,Ross & Rachel,Ross & Rachel,1
67,3,19,Ross & Rachel,Ross & Rachel,3
67,3,19,Monica & Chandler,Monica & Chandler,1
67,3,19,Monica,Monica & Pete,2
68,3,20,Ross & Rachel,Ross & Rachel,3
